CustomerID,OrderDate,Amount
C0104,2024-01-30,124.57
C0105,2024-01-30,28.68
C0117,2024-01-30,71.94
C0067,2024-01-30,189.89
C0029,2024-01-30,99.69
C0078,2024-01-30,198.44
C0109,2024-01-30,59.66
C0095,2024-01-30,139.62
C0061,2024-01-30,40.73
C0084,2024-01-31,139.37
C0027,2024-01-31,19.51
C0072,2024-01-31,94.33
C0031,2024-01-31,242.74
C0072,2024-01-31,245.7
C0083,2024-01-31,62.39
C0003,2024-01-31,126.97
C0053,2024-01-31,119.74
C0046,2024-01-31,283.45
C0098,2024-01-31,102.49
C0062,2024-01-31,102.44
C0028,2024-01-31,85.96
C0062,2024-01-31,191.7
C0056,2024-01-31,43.2
C0081,2024-01-31,50.78
C0055,2024-02-01,28.53
C0051,2024-02-01,268.85
C0019,2024-02-01,145.59
C0078,2024-02-01,129.78
C0047,2024-02-01,208.22
C0004,2024-02-01,203.92
C0002,2024-02-02,55.87
C0015,2024-02-02,31.58
C0035,2024-02-02,126.14
C0104,2024-02-02,86.35
C0110,2024-02-02,197.0
C0079,2024-02-02,118.74
C0040,2024-02-03,172.32
C0070,2024-02-03,146.54
C0091,2024-02-03,88.7
C0007,2024-02-03,212.93
C0025,2024-02-03,67.44
C0079,2024-02-04,154.73
C0112,2024-02-04,212.42
C0021,2024-02-04,44.3
C0008,2024-02-04,172.51
C0018,2024-02-04,136.62
C0097,2024-02-04,95.86
C0069,2024-02-04,119.72
C0088,2024-02-04,108.09
C0107,2024-02-04,176.66
C0056,2024-02-04,121.2
C0117,2024-02-04,119.41
C0075,2024-02-05,171.39
C0099,2024-02-05,108.5
C0046,2024-02-05,91.82
C0090,2024-02-05,141.89
C0063,2024-02-05,84.41
C0036,2024-02-05,183.3
C0081,2024-02-05,95.25
C0055,2024-02-05,170.17
C0096,2024-02-05,230.32
C0002,2024-02-05,148.47
C0054,2024-02-05,196.33
C0107,2024-02-05,159.51
C0052,2024-02-05,30.96
C0041,2024-02-05,145.5
C0070,2024-02-06,155.9
C0070,2024-02-06,165.11
C0046,2024-02-06,47.04
C0038,2024-02-06,65.49
C0100,2024-02-06,182.3
C0078,2024-02-06,53.07
C0036,2024-02-06,203.39
C0020,2024-02-07,249.75
C0088,2024-02-07,63.94
C0111,2024-02-07,73.74
C0101,2024-02-07,65.38
C0064,2024-02-07,163.9
C0093,2024-02-07,62.65
C0041,2024-02-08,153.56
C0013,2024-02-08,44.43
C0107,2024-02-08,139.53
C0085,2024-02-08,69.9
C0020,2024-02-09,152.16
C0085,2024-02-09,85.71
C0036,2024-02-09,54.18
C0004,2024-02-09,35.4
C0029,2024-02-09,143.08
C0007,2024-02-09,104.43
C0052,2024-02-09,42.79
C0063,2024-02-10,86.62
C0003,2024-02-10,149.89
C0056,2024-02-10,195.09
C0092,2024-02-10,68.29
C0056,2024-02-10,122.83
C0037,2024-02-10,88.29
C0096,2024-02-10,107.99
C0052,2024-02-10,64.89
C0042,2024-02-11,22.42
C0092,2024-02-11,52.82
C0076,2024-02-11,134.04
C0098,2024-02-11,69.13
C0017,2024-02-12,155.13
C0009,2024-02-12,92.39
C0025,2024-02-12,18.94
C0060,2024-02-12,255.26
C0086,2024-02-12,186.03
C0078,2024-02-12,81.03
C0072,2024-02-12,102.05
C0051,2024-02-13,236.43
C0107,2024-02-13,61.59
C0114,2024-02-13,25.87
C0070,2024-02-13,268.21
C0040,2024-02-14,90.42
C0057,2024-02-14,128.74
C0109,2024-02-14,117.28
C0067,2024-02-14,329.5
C0011,2024-02-14,237.45
C0064,2024-02-14,106.85
C0079,2024-02-14,166.57
C0018,2024-02-15,179.3
C0009,2024-02-15,94.52
C0057,2024-02-15,99.14
C0002,2024-02-15,203.71
C0052,2024-02-15,71.93
C0029,2024-02-15,54.36
C0050,2024-02-16,275.18
C0114,2024-02-16,153.32
C0107,2024-02-16,123.38
C0116,2024-02-16,75.91
C0061,2024-02-16,93.51
C0074,2024-02-17,103.33
C0027,2024-02-17,99.56
C0014,2024-02-17,66.9
C0026,2024-02-17,71.07
C0024,2024-02-18,49.28
C0003,2024-02-18,92.91
C0075,2024-02-18,25.86
C0047,2024-02-18,116.85
C0120,2024-02-18,172.54
C0008,2024-02-18,88.95
C0095,2024-02-18,160.44
C0068,2024-02-18,131.17
C0057,2024-02-19,66.25
C0033,2024-02-19,101.84
C0034,2024-02-19,77.47
C0040,2024-02-19,57.22
C0107,2024-02-19,53.71
C0053,2024-02-19,42.06
C0118,2024-02-19,202.56
C0017,2024-02-19,120.2
C0120,2024-02-19,90.5
C0088,2024-02-19,60.82
C0097,2024-02-19,123.84
C0033,2024-02-20,75.24
C0059,2024-02-20,138.96
C0097,2024-02-20,138.54
C0031,2024-02-20,31.6
C0088,2024-02-20,74.94
C0065,2024-02-20,252.7
C0027,2024-02-20,133.71
C0103,2024-02-20,92.65
C0081,2024-02-20,59.69
C0077,2024-02-21,129.6
C0011,2024-02-21,90.1
C0071,2024-02-21,184.17
C0088,2024-02-21,63.81
C0003,2024-02-22,92.58
C0062,2024-02-22,111.21
C0042,2024-02-23,104.66
C0072,2024-02-23,111.19
C0051,2024-02-23,228.6
C0016,2024-02-23,553.93
C0114,2024-02-23,93.58
C0069,2024-02-24,67.98
C0052,2024-02-24,55.42
C0117,2024-02-24,46.5
C0063,2024-02-24,396.85
C0102,2024-02-24,13.71
C0041,2024-02-24,314.77
C0091,2024-02-24,26.05
C0098,2024-02-25,78.66
C0097,2024-02-25,71.41
C0069,2024-02-25,112.54
C0084,2024-02-25,36.19
C0102,2024-02-25,50.59
C0039,2024-02-25,169.78
C0103,2024-02-26,159.09
C0082,2024-02-26,106.09
C0040,2024-02-26,74.54
C0080,2024-02-26,80.32
C0004,2024-02-26,153.27
C0062,2024-02-26,138.91
C0082,2024-02-27,151.13
C0059,2024-02-27,373.03
C0057,2024-02-28,78.41
C0035,2024-02-28,75.07
C0106,2024-02-28,115.66
C0031,2024-02-28,190.3
C0003,2024-02-28,69.63
C0013,2024-02-29,43.01
C0049,2024-02-29,40.43
C0046,2024-02-29,434.56
C0002,2024-02-29,97.96
C0021,2024-03-01,118.23
C0067,2024-03-01,157.8
C0041,2024-03-01,50.56
C0088,2024-03-01,228.5
C0038,2024-03-02,77.78
C0003,2024-03-02,124.77
C0003,2024-03-02,115.97
C0103,2024-03-02,248.22
C0053,2024-03-02,82.24
C0056,2024-03-03,207.63
C0033,2024-03-03,105.51
C0120,2024-03-03,23.67
C0019,2024-03-03,22.97
C0020,2024-03-04,85.26
C0009,2024-03-04,96.46
C0045,2024-03-04,22.07
C0119,2024-03-04,315.59
C0020,2024-03-04,88.18
C0077,2024-03-04,175.76
C0113,2024-03-05,73.23
C0092,2024-03-05,27.86
C0100,2024-03-05,71.94
C0106,2024-03-05,258.63
C0024,2024-03-05,109.46
C0050,2024-03-05,72.12
C0094,2024-03-06,168.28
C0004,2024-03-06,69.66
C0022,2024-03-06,103.23
C0084,2024-03-07,43.48
C0026,2024-03-07,32.69
C0001,2024-03-07,148.59
C0029,2024-03-07,63.04
C0112,2024-03-07,160.14
C0102,2024-03-08,139.19
C0104,2024-03-08,84.87
C0004,2024-03-08,38.6
C0120,2024-03-08,140.56
C0031,2024-03-08,83.79
C0085,2024-03-08,49.15
C0069,2024-03-09,50.76
C0119,2024-03-09,75.26
C0084,2024-03-09,98.35
C0070,2024-03-10,114.83
C0007,2024-03-10,89.02
C0052,2024-03-10,63.35
C0103,2024-03-10,158.73
C0014,2024-03-10,197.99
C0014,2024-03-11,178.76
C0091,2024-03-11,208.15
C0068,2024-03-11,199.5
C0053,2024-03-12,180.72
C0009,2024-03-12,206.72
C0022,2024-03-12,94.89
C0085,2024-03-13,78.56
C0035,2024-03-13,116.96
C0037,2024-03-14,70.05
C0120,2024-03-14,260.99
C0072,2024-03-14,90.26
C0009,2024-03-14,112.17
C0020,2024-03-14,193.47
C0028,2024-03-15,57.91
C0030,2024-03-15,179.83
C0068,2024-03-15,95.95
C0114,2024-03-16,183.92
C0017,2024-03-16,123.42
C0036,2024-03-16,67.37
C0080,2024-03-17,218.31
C0079,2024-03-17,189.08
C0059,2024-03-17,238.54
C0022,2024-03-18,84.95
C0066,2024-03-18,80.1
C0012,2024-03-18,122.08
C0060,2024-03-18,282.84
C0046,2024-03-19,61.09
C0066,2024-03-19,187.63
C0081,2024-03-19,30.54
C0008,2024-03-20,151.56
C0093,2024-03-20,58.49
C0100,2024-03-21,105.67
C0116,2024-03-21,54.32
C0008,2024-03-22,66.09
C0051,2024-03-22,99.71
C0085,2024-03-22,69.37
C0021,2024-03-22,24.49
C0113,2024-03-22,140.19
C0113,2024-03-22,26.58
C0010,2024-03-22,83.95
C0006,2024-03-22,101.44
C0031,2024-03-22,84.69
C0094,2024-03-23,55.41
C0106,2024-03-23,329.19
C0114,2024-03-23,148.46
C0114,2024-03-23,79.85
C0082,2024-03-24,43.11
C0066,2024-03-24,67.82
C0032,2024-03-24,33.29
C0089,2024-03-24,111.2
C0110,2024-03-25,105.7
C0047,2024-03-25,170.56
C0095,2024-03-25,173.9
C0005,2024-03-25,147.85
C0013,2024-03-26,104.81
C0072,2024-03-27,55.53
C0118,2024-03-27,21.65
C0022,2024-03-27,72.66
C0120,2024-03-27,255.03
C0104,2024-03-27,454.22
C0119,2024-03-29,77.89
C0016,2024-03-29,118.78
C0008,2024-03-29,49.27
C0056,2024-03-29,112.68
C0060,2024-03-29,17.88
C0085,2024-03-30,93.99
C0015,2024-03-30,64.28
C0059,2024-03-31,127.32
C0103,2024-03-31,169.61
C0004,2024-03-31,158.8
C0065,2024-04-01,34.16
C0115,2024-04-01,144.81
C0048,2024-04-01,196.65
C0117,2024-04-01,183.17
C0104,2024-04-02,124.6
C0112,2024-04-02,83.57
C0077,2024-04-03,159.28
C0079,2024-04-03,107.91
C0024,2024-04-03,187.0
C0087,2024-04-03,96.54
C0046,2024-04-04,59.6
C0067,2024-04-04,109.09
C0064,2024-04-04,111.28
C0038,2024-04-05,35.64
C0049,2024-04-05,119.74
C0024,2024-04-05,216.75
C0108,2024-04-05,91.49
C0033,2024-04-05,140.56
C0106,2024-04-06,125.95
C0004,2024-04-06,80.82
C0027,2024-04-06,38.17
C0100,2024-04-06,110.31
C0118,2024-04-07,157.62
C0038,2024-04-07,81.02
C0039,2024-04-07,192.53
C0082,2024-04-07,155.32
C0102,2024-04-08,219.83
C0001,2024-04-08,61.21
C0009,2024-04-09,325.61
C0063,2024-04-09,44.9
C0081,2024-04-10,108.65
C0102,2024-04-11,363.2
C0095,2024-04-11,276.44
C0077,2024-04-12,126.15
C0101,2024-04-12,110.71
C0017,2024-04-13,76.26
C0064,2024-04-13,290.22
C0067,2024-04-13,341.8
C0002,2024-04-13,57.53
C0067,2024-04-13,217.78
C0019,2024-04-14,128.38
C0025,2024-04-14,219.23
C0116,2024-04-14,214.38
C0047,2024-04-15,189.76
C0052,2024-04-15,117.71
C0100,2024-04-15,70.18
C0023,2024-04-15,134.04
C0086,2024-04-16,212.84
C0050,2024-04-17,79.02
C0105,2024-04-18,103.17
C0018,2024-04-18,24.47
C0061,2024-04-19,235.35
C0104,2024-04-19,169.34
C0027,2024-04-19,65.52
C0029,2024-04-19,161.45
C0044,2024-04-20,447.8
C0029,2024-04-20,72.09
C0117,2024-04-20,47.16
C0023,2024-04-21,95.72
C0058,2024-04-21,250.16
C0040,2024-04-21,265.21
C0093,2024-04-21,134.6
C0030,2024-04-21,100.35
C0105,2024-04-22,254.1
C0040,2024-04-23,47.54
C0104,2024-04-23,143.98
C0092,2024-04-24,82.44
C0094,2024-04-24,161.75
C0101,2024-04-25,119.02
C0103,2024-04-25,189.98
C0027,2024-04-26,87.22
C0001,2024-04-26,139.75
C0083,2024-04-26,122.92
C0096,2024-04-27,68.35
C0056,2024-04-28,76.88
C0097,2024-04-28,229.46
C0095,2024-04-28,175.39
C0101,2024-04-28,152.47
C0076,2024-04-29,38.84
C0065,2024-04-30,102.69
C0021,2024-04-30,125.08
C0015,2024-04-30,112.56
C0056,2024-04-30,40.41
C0057,2024-04-30,101.4
C0097,2024-04-30,97.01
C0006,2024-04-30,166.9
C0109,2024-05-01,36.02
C0071,2024-05-01,199.5
C0019,2024-05-01,217.77
C0113,2024-05-02,94.08
C0101,2024-05-02,91.31
C0038,2024-05-03,63.83
C0047,2024-05-03,99.45
C0105,2024-05-03,96.82
C0046,2024-05-04,250.37
C0041,2024-05-05,193.16
C0105,2024-05-05,90.11
C0100,2024-05-06,74.32
C0055,2024-05-06,121.89
C0104,2024-05-06,164.53
C0044,2024-05-06,42.93
C0041,2024-05-08,49.0
C0047,2024-05-08,78.47
C0087,2024-05-08,192.77
C0013,2024-05-09,180.24
C0053,2024-05-09,88.86
C0040,2024-05-09,116.01
C0111,2024-05-09,56.54
C0087,2024-05-10,83.68
C0034,2024-05-10,214.05
C0015,2024-05-10,81.54
C0059,2024-05-12,228.64
C0099,2024-05-12,79.27
C0004,2024-05-13,41.3
C0099,2024-05-13,191.42
C0070,2024-05-14,383.11
C0110,2024-05-15,100.99
C0032,2024-05-16,16.77
C0060,2024-05-17,28.66
C0013,2024-05-17,86.3
C0017,2024-05-17,65.69
C0049,2024-05-17,318.85
C0108,2024-05-18,224.76
C0084,2024-05-19,66.34
C0033,2024-05-22,99.44
C0113,2024-05-22,200.29
C0086,2024-05-22,215.36
C0091,2024-05-22,41.32
C0050,2024-05-22,99.46
C0084,2024-05-23,152.22
C0068,2024-05-24,47.83
C0078,2024-05-25,139.68
C0045,2024-05-26,143.19
C0004,2024-05-27,116.74
C0116,2024-05-31,160.07
C0064,2024-05-31,65.64
C0050,2024-05-31,193.76
C0047,2024-05-31,192.96
C0098,2024-06-01,215.22
C0092,2024-06-02,185.61
C0098,2024-06-02,104.4
C0064,2024-06-02,58.86
C0020,2024-06-04,89.32
C0008,2024-06-04,108.8
C0016,2024-06-04,149.24
C0060,2024-06-04,39.52
C0055,2024-06-07,127.73
C0103,2024-06-07,112.92
C0062,2024-06-08,158.08
C0086,2024-06-11,253.48
C0064,2024-06-16,93.21
C0097,2024-06-16,386.29
C0028,2024-06-16,106.16
C0040,2024-06-17,181.18
C0001,2024-06-18,275.97
C0039,2024-06-19,310.61
C0092,2024-06-20,288.23
C0077,2024-06-21,87.76
C0115,2024-06-22,115.74
C0039,2024-06-24,42.63
C0091,2024-06-25,279.67
C0059,2024-07-01,78.87
C0111,2024-07-04,114.52
C0074,2024-07-06,73.0
C0012,2024-07-06,91.25
C0076,2024-07-07,106.03
C0004,2024-07-07,57.64
C0119,2024-07-09,181.73
C0082,2024-07-12,92.51
C0099,2024-07-13,44.06
C0039,2024-07-18,344.01
C0112,2024-07-18,29.79
C0097,2024-07-19,351.45
C0050,2024-07-23,194.5
C0078,2024-08-03,62.71
C0078,2024-08-18,53.54
C0002,2024-08-24,183.59
C0042,2024-08-26,118.31
C0071,2024-08-29,32.64
C0053,2024-08-29,245.66
C0100,2024-09-06,180.55
C0030,2024-09-09,41.45
C0030,2024-09-09,368.39
C0007,2024-09-13,100.29
C0009,2024-09-21,40.91
C0111,2024-09-22,228.03
C0026,2024-09-24,90.21
C0078,2024-09-25,188.84
C0068,2024-09-28,315.24
C0067,2024-10-02,123.77
C0043,2024-10-03,167.15
C0118,2024-10-06,169.86
C0074,2024-10-19,76.19
C0113,2024-11-03,71.28
C0004,2024-11-09,54.04
C0090,2024-11-30,61.21
C0074,2024-12-22,56.25
